match_number,year,round,round_code,tournament_stage,best_of,frames_played,player_1,player_1_nat,player_1_seed,player_1_score,player_1_pct,player_1_result,player_2,player_2_nat,player_2_seed,player_2_score,player_2_pct,player_2_result,winner,winner_nat,winner_seed,winner_score,loser,loser_nat,loser_seed,loser_score,margin,match_up
1039,2012,First Round,1R,1,19,13,Barry Hawkins,ENG,u,10,76.92307692,W,Mark Selby,ENG,2,3,23.07692308,L,Barry Hawkins,ENG,u,10,Mark Selby,ENG,2,3,7,Barry Hawkins v Mark Selby
1039,2012,First Round,1R,1,19,13,Mark Selby,ENG,2,3,23.07692308,L,Barry Hawkins,ENG,u,10,76.92307692,W,Barry Hawkins,ENG,u,10,Mark Selby,ENG,2,3,7,Barry Hawkins v Mark Selby
1040,2012,Last 16,L16,2,25,17,John Higgins,SCO,1,4,23.52941176,L,Stephen Hendry,SCO,u,13,76.47058824,W,Stephen Hendry,SCO,u,13,John Higgins,SCO,1,4,9,John Higgins v Stephen Hendry
1040,2012,Last 16,L16,2,25,17,Stephen Hendry,SCO,u,13,76.47058824,W,John Higgins,SCO,1,4,23.52941176,L,Stephen Hendry,SCO,u,13,John Higgins,SCO,1,4,9,John Higgins v Stephen Hendry
1041,2012,Last 16,L16,2,25,20,Joe Perry,ENG,u,7,35,L,Stephen Maguire,SCO,8,13,65,W,Stephen Maguire,SCO,8,13,Joe Perry,ENG,u,7,6,Joe Perry v Stephen Maguire
1041,2012,Last 16,L16,2,25,20,Stephen Maguire,SCO,8,13,65,W,Joe Perry,ENG,u,7,35,L,Stephen Maguire,SCO,8,13,Joe Perry,ENG,u,7,6,Joe Perry v Stephen Maguire
1042,2012,Last 16,L16,2,25,23,Andrew Higginson,ENG,u,10,43.47826087,L,Jamie Jones,WAL,u,13,56.52173913,W,Jamie Jones,WAL,u,13,Andrew Higginson,ENG,u,10,3,Andrew Higginson v Jamie Jones
1042,2012,Last 16,L16,2,25,23,Jamie Jones,WAL,u,13,56.52173913,W,Andrew Higginson,ENG,u,10,43.47826087,L,Jamie Jones,WAL,u,13,Andrew Higginson,ENG,u,10,3,Andrew Higginson v Jamie Jones
1043,2012,Last 16,L16,2,25,25,Ali Carter,ENG,13,13,52,W,Judd Trump,ENG,4,12,48,L,Ali Carter,ENG,13,13,Judd Trump,ENG,4,12,1,Ali Carter v Judd Trump
1043,2012,Last 16,L16,2,25,25,Judd Trump,ENG,4,12,48,L,Ali Carter,ENG,13,13,52,W,Ali Carter,ENG,13,13,Judd Trump,ENG,4,12,1,Ali Carter v Judd Trump
1044,2012,Last 16,L16,2,25,19,Mark Williams,WAL,3,6,31.57894737,L,Ronnie O'Sullivan,ENG,14,13,68.42105263,W,Ronnie O'Sullivan,ENG,14,13,Mark Williams,WAL,3,6,7,Mark Williams v Ronnie O'Sullivan
1044,2012,Last 16,L16,2,25,19,Ronnie O'Sullivan,ENG,14,13,68.42105263,W,Mark Williams,WAL,3,6,31.57894737,L,Ronnie O'Sullivan,ENG,14,13,Mark Williams,WAL,3,6,7,Mark Williams v Ronnie O'Sullivan
1045,2012,Last 16,L16,2,25,22,David Gilbert,ENG,u,9,40.90909091,L,Neil Robertson,AUS,6,13,59.09090909,W,Neil Robertson,AUS,6,13,David Gilbert,ENG,u,9,4,David Gilbert v Neil Robertson
1045,2012,Last 16,L16,2,25,22,Neil Robertson,AUS,6,13,59.09090909,W,David Gilbert,ENG,u,9,40.90909091,L,Neil Robertson,AUS,6,13,David Gilbert,ENG,u,9,4,David Gilbert v Neil Robertson
1046,2012,Last 16,L16,2,25,20,Cao Yupeng,CHN,u,7,35,L,Ryan Day,WAL,u,13,65,W,Ryan Day,WAL,u,13,Cao Yupeng,CHN,u,7,6,Cao Yupeng v Ryan Day
1046,2012,Last 16,L16,2,25,20,Ryan Day,WAL,u,13,65,W,Cao Yupeng,CHN,u,7,35,L,Ryan Day,WAL,u,13,Cao Yupeng,CHN,u,7,6,Cao Yupeng v Ryan Day
1047,2012,Last 16,L16,2,25,24,Barry Hawkins,ENG,u,11,45.83333333,L,Matthew Stevens,WAL,15,13,54.16666667,W,Matthew Stevens,WAL,15,13,Barry Hawkins,ENG,u,11,2,Barry Hawkins v Matthew Stevens
1047,2012,Last 16,L16,2,25,24,Matthew Stevens,WAL,15,13,54.16666667,W,Barry Hawkins,ENG,u,11,45.83333333,L,Matthew Stevens,WAL,15,13,Barry Hawkins,ENG,u,11,2,Barry Hawkins v Matthew Stevens
1048,2012,Quarter-Finals,QF,3,25,15,Stephen Hendry,SCO,u,2,13.33333333,L,Stephen Maguire,SCO,8,13,86.66666667,W,Stephen Maguire,SCO,8,13,Stephen Hendry,SCO,u,2,11,Stephen Hendry v Stephen Maguire
1048,2012,Quarter-Finals,QF,3,25,15,Stephen Maguire,SCO,8,13,86.66666667,W,Stephen Hendry,SCO,u,2,13.33333333,L,Stephen Maguire,SCO,8,13,Stephen Hendry,SCO,u,2,11,Stephen Hendry v Stephen Maguire
1049,2012,Quarter-Finals,QF,3,25,24,Ali Carter,ENG,13,13,54.16666667,W,Jamie Jones,WAL,u,11,45.83333333,L,Ali Carter,ENG,13,13,Jamie Jones,WAL,u,11,2,Ali Carter v Jamie Jones
1049,2012,Quarter-Finals,QF,3,25,24,Jamie Jones,WAL,u,11,45.83333333,L,Ali Carter,ENG,13,13,54.16666667,W,Ali Carter,ENG,13,13,Jamie Jones,WAL,u,11,2,Ali Carter v Jamie Jones
1050,2012,Quarter-Finals,QF,3,25,23,Neil Robertson,AUS,6,10,43.47826087,L,Ronnie O'Sullivan,ENG,14,13,56.52173913,W,Ronnie O'Sullivan,ENG,14,13,Neil Robertson,AUS,6,10,3,Neil Robertson v Ronnie O'Sullivan
1050,2012,Quarter-Finals,QF,3,25,23,Ronnie O'Sullivan,ENG,14,13,56.52173913,W,Neil Robertson,AUS,6,10,43.47826087,L,Ronnie O'Sullivan,ENG,14,13,Neil Robertson,AUS,6,10,3,Neil Robertson v Ronnie O'Sullivan
1051,2012,Quarter-Finals,QF,3,25,18,Matthew Stevens,WAL,15,13,72.22222222,W,Ryan Day,WAL,u,5,27.77777778,L,Matthew Stevens,WAL,15,13,Ryan Day,WAL,u,5,8,Matthew Stevens v Ryan Day
1051,2012,Quarter-Finals,QF,3,25,18,Ryan Day,WAL,u,5,27.77777778,L,Matthew Stevens,WAL,15,13,72.22222222,W,Matthew Stevens,WAL,15,13,Ryan Day,WAL,u,5,8,Matthew Stevens v Ryan Day
1052,2012,Semi-Finals,SF,4,33,29,Ali Carter,ENG,13,17,58.62068966,W,Stephen Maguire,SCO,8,12,41.37931034,L,Ali Carter,ENG,13,17,Stephen Maguire,SCO,8,12,5,Ali Carter v Stephen Maguire
1052,2012,Semi-Finals,SF,4,33,29,Stephen Maguire,SCO,8,12,41.37931034,L,Ali Carter,ENG,13,17,58.62068966,W,Ali Carter,ENG,13,17,Stephen Maguire,SCO,8,12,5,Ali Carter v Stephen Maguire
1053,2012,Semi-Finals,SF,4,33,27,Matthew Stevens,WAL,15,10,37.03703704,L,Ronnie O'Sullivan,ENG,14,17,62.96296296,W,Ronnie O'Sullivan,ENG,14,17,Matthew Stevens,WAL,15,10,7,Matthew Stevens v Ronnie O'Sullivan
1053,2012,Semi-Finals,SF,4,33,27,Ronnie O'Sullivan,ENG,14,17,62.96296296,W,Matthew Stevens,WAL,15,10,37.03703704,L,Ronnie O'Sullivan,ENG,14,17,Matthew Stevens,WAL,15,10,7,Matthew Stevens v Ronnie O'Sullivan
1054,2012,The Final,FIN,5,35,29,Ali Carter,ENG,13,11,37.93103448,L,Ronnie O'Sullivan,ENG,14,18,62.06896552,W,Ronnie O'Sullivan,ENG,14,18,Ali Carter,ENG,13,11,7,Ali Carter v Ronnie O'Sullivan
1054,2012,The Final,FIN,5,35,29,Ronnie O'Sullivan,ENG,14,18,62.06896552,W,Ali Carter,ENG,13,11,37.93103448,L,Ronnie O'Sullivan,ENG,14,18,Ali Carter,ENG,13,11,7,Ali Carter v Ronnie O'Sullivan
1055,2013,First Round,1R,1,19,14,Marcus Campbell,SCO,u,4,28.57142857,L,Ronnie O'Sullivan,ENG,1,10,71.42857143,W,Ronnie O'Sullivan,ENG,1,10,Marcus Campbell,SCO,u,4,6,Marcus Campbell v Ronnie O'Sullivan
1055,2013,First Round,1R,1,19,14,Ronnie O'Sullivan,ENG,1,10,71.42857143,W,Marcus Campbell,SCO,u,4,28.57142857,L,Ronnie O'Sullivan,ENG,1,10,Marcus Campbell,SCO,u,4,6,Marcus Campbell v Ronnie O'Sullivan
1056,2013,First Round,1R,1,19,14,Ali Carter,ENG,16,10,71.42857143,W,Ben Woollaston,ENG,u,4,28.57142857,L,Ali Carter,ENG,16,10,Ben Woollaston,ENG,u,4,6,Ali Carter v Ben Woollaston
1056,2013,First Round,1R,1,19,14,Ben Woollaston,ENG,u,4,28.57142857,L,Ali Carter,ENG,16,10,71.42857143,W,Ali Carter,ENG,16,10,Ben Woollaston,ENG,u,4,6,Ali Carter v Ben Woollaston
1057,2013,First Round,1R,1,19,12,Sam Baird,ENG,u,2,16.66666667,L,Stuart Bingham,ENG,9,10,83.33333333,W,Stuart Bingham,ENG,9,10,Sam Baird,ENG,u,2,8,Sam Baird v Stuart Bingham
1057,2013,First Round,1R,1,19,12,Stuart Bingham,ENG,9,10,83.33333333,W,Sam Baird,ENG,u,2,16.66666667,L,Stuart Bingham,ENG,9,10,Sam Baird,ENG,u,2,8,Sam Baird v Stuart Bingham
1058,2013,First Round,1R,1,19,16,John Higgins,SCO,8,6,37.5,L,Mark Davis,ENG,u,10,62.5,W,Mark Davis,ENG,u,10,John Higgins,SCO,8,6,4,John Higgins v Mark Davis
1058,2013,First Round,1R,1,19,16,Mark Davis,ENG,u,10,62.5,W,John Higgins,SCO,8,6,37.5,L,Mark Davis,ENG,u,10,John Higgins,SCO,8,6,4,John Higgins v Mark Davis
1059,2013,First Round,1R,1,19,15,Martin Gould,ENG,u,5,33.33333333,L,Shaun Murphy,ENG,5,10,66.66666667,W,Shaun Murphy,ENG,5,10,Martin Gould,ENG,u,5,5,Martin Gould v Shaun Murphy
1059,2013,First Round,1R,1,19,15,Shaun Murphy,ENG,5,10,66.66666667,W,Martin Gould,ENG,u,5,33.33333333,L,Shaun Murphy,ENG,5,10,Martin Gould,ENG,u,5,5,Martin Gould v Shaun Murphy
1060,2013,First Round,1R,1,19,16,Graeme Dott,SCO,12,10,62.5,W,Peter Ebdon,ENG,u,6,37.5,L,Graeme Dott,SCO,12,10,Peter Ebdon,ENG,u,6,4,Graeme Dott v Peter Ebdon
1060,2013,First Round,1R,1,19,16,Peter Ebdon,ENG,u,6,37.5,L,Graeme Dott,SCO,12,10,62.5,W,Graeme Dott,SCO,12,10,Peter Ebdon,ENG,u,6,4,Graeme Dott v Peter Ebdon
1061,2013,First Round,1R,1,19,17,Marco Fu,HKG,u,10,58.82352941,W,Matthew Stevens,WAL,13,7,41.17647059,L,Marco Fu,HKG,u,10,Matthew Stevens,WAL,13,7,3,Marco Fu v Matthew Stevens
1061,2013,First Round,1R,1,19,17,Matthew Stevens,WAL,13,7,41.17647059,L,Marco Fu,HKG,u,10,58.82352941,W,Marco Fu,HKG,u,10,Matthew Stevens,WAL,13,7,3,Marco Fu v Matthew Stevens
1062,2013,First Round,1R,1,19,15,Dominic Dale,WAL,u,5,33.33333333,L,Judd Trump,ENG,4,10,66.66666667,W,Judd Trump,ENG,4,10,Dominic Dale,WAL,u,5,5,Dominic Dale v Judd Trump
1062,2013,First Round,1R,1,19,15,Judd Trump,ENG,4,10,66.66666667,W,Dominic Dale,WAL,u,5,33.33333333,L,Judd Trump,ENG,4,10,Dominic Dale,WAL,u,5,5,Dominic Dale v Judd Trump
1063,2013,First Round,1R,1,19,18,Neil Robertson,AUS,3,8,44.44444444,L,Robert Milkins,ENG,u,10,55.55555556,W,Robert Milkins,ENG,u,10,Neil Robertson,AUS,3,8,2,Neil Robertson v Robert Milkins
1063,2013,First Round,1R,1,19,18,Robert Milkins,ENG,u,10,55.55555556,W,Neil Robertson,AUS,3,8,44.44444444,L,Robert Milkins,ENG,u,10,Neil Robertson,AUS,3,8,2,Neil Robertson v Robert Milkins
1064,2013,First Round,1R,1,19,11,Michael Holt,ENG,u,1,9.090909091,L,Ricky Walden,ENG,14,10,90.90909091,W,Ricky Walden,ENG,14,10,Michael Holt,ENG,u,1,9,Michael Holt v Ricky Walden
1064,2013,First Round,1R,1,19,11,Ricky Walden,ENG,14,10,90.90909091,W,Michael Holt,ENG,u,1,9.090909091,L,Ricky Walden,ENG,14,10,Michael Holt,ENG,u,1,9,Michael Holt v Ricky Walden
1065,2013,First Round,1R,1,19,16,Mark Williams,WAL,11,6,37.5,L,Michael White,WAL,u,10,62.5,W,Michael White,WAL,u,10,Mark Williams,WAL,11,6,4,Mark Williams v Michael White
1065,2013,First Round,1R,1,19,16,Michael White,WAL,u,10,62.5,W,Mark Williams,WAL,11,6,37.5,L,Michael White,WAL,u,10,Mark Williams,WAL,11,6,4,Mark Williams v Michael White
1066,2013,First Round,1R,1,19,19,Dechawat Poomjaeng,THA,u,10,52.63157895,W,Stephen Maguire,SCO,6,9,47.36842105,L,Dechawat Poomjaeng,THA,u,10,Stephen Maguire,SCO,6,9,1,Dechawat Poomjaeng v Stephen Maguire
1066,2013,First Round,1R,1,19,19,Stephen Maguire,SCO,6,9,47.36842105,L,Dechawat Poomjaeng,THA,u,10,52.63157895,W,Dechawat Poomjaeng,THA,u,10,Stephen Maguire,SCO,6,9,1,Dechawat Poomjaeng v Stephen Maguire
1067,2013,First Round,1R,1,19,18,Mark Allen,NIR,7,8,44.44444444,L,Mark King,ENG,u,10,55.55555556,W,Mark King,ENG,u,10,Mark Allen,NIR,7,8,2,Mark Allen v Mark King
1067,2013,First Round,1R,1,19,18,Mark King,ENG,u,10,55.55555556,W,Mark Allen,NIR,7,8,44.44444444,L,Mark King,ENG,u,10,Mark Allen,NIR,7,8,2,Mark Allen v Mark King
1068,2013,First Round,1R,1,19,15,Alan McManus,SCO,u,5,33.33333333,L,Ding Junhui,CHN,10,10,66.66666667,W,Ding Junhui,CHN,10,10,Alan McManus,SCO,u,5,5,Alan McManus v Ding Junhui
1068,2013,First Round,1R,1,19,15,Ding Junhui,CHN,10,10,66.66666667,W,Alan McManus,SCO,u,5,33.33333333,L,Ding Junhui,CHN,10,10,Alan McManus,SCO,u,5,5,Alan McManus v Ding Junhui
1069,2013,First Round,1R,1,19,13,Barry Hawkins,ENG,15,10,76.92307692,W,Jack Lisowski,ENG,u,3,23.07692308,L,Barry Hawkins,ENG,15,10,Jack Lisowski,ENG,u,3,7,Barry Hawkins v Jack Lisowski
1069,2013,First Round,1R,1,19,13,Jack Lisowski,ENG,u,3,23.07692308,L,Barry Hawkins,ENG,15,10,76.92307692,W,Barry Hawkins,ENG,15,10,Jack Lisowski,ENG,u,3,7,Barry Hawkins v Jack Lisowski
1070,2013,First Round,1R,1,19,14,Mark Selby,ENG,2,10,71.42857143,W,Matthew Selt,ENG,u,4,28.57142857,L,Mark Selby,ENG,2,10,Matthew Selt,ENG,u,4,6,Mark Selby v Matthew Selt
1070,2013,First Round,1R,1,19,14,Matthew Selt,ENG,u,4,28.57142857,L,Mark Selby,ENG,2,10,71.42857143,W,Mark Selby,ENG,2,10,Matthew Selt,ENG,u,4,6,Mark Selby v Matthew Selt
1071,2013,Last 16,L16,2,25,21,Ali Carter,ENG,16,8,38.0952381,L,Ronnie O'Sullivan,ENG,1,13,61.9047619,W,Ronnie O'Sullivan,ENG,1,13,Ali Carter,ENG,16,8,5,Ali Carter v Ronnie O'Sullivan
1071,2013,Last 16,L16,2,25,21,Ronnie O'Sullivan,ENG,1,13,61.9047619,W,Ali Carter,ENG,16,8,38.0952381,L,Ronnie O'Sullivan,ENG,1,13,Ali Carter,ENG,16,8,5,Ali Carter v Ronnie O'Sullivan
1072,2013,Last 16,L16,2,25,23,Mark Davis,ENG,u,10,43.47826087,L,Stuart Bingham,ENG,9,13,56.52173913,W,Stuart Bingham,ENG,9,13,Mark Davis,ENG,u,10,3,Mark Davis v Stuart Bingham
1072,2013,Last 16,L16,2,25,23,Stuart Bingham,ENG,9,13,56.52173913,W,Mark Davis,ENG,u,10,43.47826087,L,Stuart Bingham,ENG,9,13,Mark Davis,ENG,u,10,3,Mark Davis v Stuart Bingham
1073,2013,Last 16,L16,2,25,24,Graeme Dott,SCO,12,11,45.83333333,L,Shaun Murphy,ENG,5,13,54.16666667,W,Shaun Murphy,ENG,5,13,Graeme Dott,SCO,12,11,2,Graeme Dott v Shaun Murphy
1073,2013,Last 16,L16,2,25,24,Shaun Murphy,ENG,5,13,54.16666667,W,Graeme Dott,SCO,12,11,45.83333333,L,Shaun Murphy,ENG,5,13,Graeme Dott,SCO,12,11,2,Graeme Dott v Shaun Murphy
1074,2013,Last 16,L16,2,25,20,Judd Trump,ENG,4,13,65,W,Marco Fu,HKG,u,7,35,L,Judd Trump,ENG,4,13,Marco Fu,HKG,u,7,6,Judd Trump v Marco Fu
1074,2013,Last 16,L16,2,25,20,Marco Fu,HKG,u,7,35,L,Judd Trump,ENG,4,13,65,W,Judd Trump,ENG,4,13,Marco Fu,HKG,u,7,6,Judd Trump v Marco Fu
1075,2013,Last 16,L16,2,25,24,Ricky Walden,ENG,14,13,54.16666667,W,Robert Milkins,ENG,u,11,45.83333333,L,Ricky Walden,ENG,14,13,Robert Milkins,ENG,u,11,2,Ricky Walden v Robert Milkins
1075,2013,Last 16,L16,2,25,24,Robert Milkins,ENG,u,11,45.83333333,L,Ricky Walden,ENG,14,13,54.16666667,W,Ricky Walden,ENG,14,13,Robert Milkins,ENG,u,11,2,Ricky Walden v Robert Milkins
1076,2013,Last 16,L16,2,25,16,Dechawat Poomjaeng,THA,u,3,18.75,L,Michael White,WAL,u,13,81.25,W,Michael White,WAL,u,13,Dechawat Poomjaeng,THA,u,3,10,Dechawat Poomjaeng v Michael White
1076,2013,Last 16,L16,2,25,16,Michael White,WAL,u,13,81.25,W,Dechawat Poomjaeng,THA,u,3,18.75,L,Michael White,WAL,u,13,Dechawat Poomjaeng,THA,u,3,10,Dechawat Poomjaeng v Michael White
1077,2013,Last 16,L16,2,25,22,Ding Junhui,CHN,10,13,59.09090909,W,Mark King,ENG,u,9,40.90909091,L,Ding Junhui,CHN,10,13,Mark King,ENG,u,9,4,Ding Junhui v Mark King
1077,2013,Last 16,L16,2,25,22,Mark King,ENG,u,9,40.90909091,L,Ding Junhui,CHN,10,13,59.09090909,W,Ding Junhui,CHN,10,13,Mark King,ENG,u,9,4,Ding Junhui v Mark King
1078,2013,Last 16,L16,2,25,23,Barry Hawkins,ENG,15,13,56.52173913,W,Mark Selby,ENG,2,10,43.47826087,L,Barry Hawkins,ENG,15,13,Mark Selby,ENG,2,10,3,Barry Hawkins v Mark Selby
1078,2013,Last 16,L16,2,25,23,Mark Selby,ENG,2,10,43.47826087,L,Barry Hawkins,ENG,15,13,56.52173913,W,Barry Hawkins,ENG,15,13,Mark Selby,ENG,2,10,3,Barry Hawkins v Mark Selby
1079,2013,Quarter-Finals,QF,3,25,17,Ronnie O'Sullivan,ENG,1,13,76.47058824,W,Stuart Bingham,ENG,9,4,23.52941176,L,Ronnie O'Sullivan,ENG,1,13,Stuart Bingham,ENG,9,4,9,Ronnie O'Sullivan v Stuart Bingham
1079,2013,Quarter-Finals,QF,3,25,17,Stuart Bingham,ENG,9,4,23.52941176,L,Ronnie O'Sullivan,ENG,1,13,76.47058824,W,Ronnie O'Sullivan,ENG,1,13,Stuart Bingham,ENG,9,4,9,Ronnie O'Sullivan v Stuart Bingham
1080,2013,Quarter-Finals,QF,3,25,25,Judd Trump,ENG,4,13,52,W,Shaun Murphy,ENG,5,12,48,L,Judd Trump,ENG,4,13,Shaun Murphy,ENG,5,12,1,Judd Trump v Shaun Murphy
1080,2013,Quarter-Finals,QF,3,25,25,Shaun Murphy,ENG,5,12,48,L,Judd Trump,ENG,4,13,52,W,Judd Trump,ENG,4,13,Shaun Murphy,ENG,5,12,1,Judd Trump v Shaun Murphy
1081,2013,Quarter-Finals,QF,3,25,19,Michael White,WAL,u,6,31.57894737,L,Ricky Walden,ENG,14,13,68.42105263,W,Ricky Walden,ENG,14,13,Michael White,WAL,u,6,7,Michael White v Ricky Walden
1081,2013,Quarter-Finals,QF,3,25,19,Ricky Walden,ENG,14,13,68.42105263,W,Michael White,WAL,u,6,31.57894737,L,Ricky Walden,ENG,14,13,Michael White,WAL,u,6,7,Michael White v Ricky Walden
1082,2013,Quarter-Finals,QF,3,25,20,Barry Hawkins,ENG,15,13,65,W,Ding Junhui,CHN,10,7,35,L,Barry Hawkins,ENG,15,13,Ding Junhui,CHN,10,7,6,Barry Hawkins v Ding Junhui
1082,2013,Quarter-Finals,QF,3,25,20,Ding Junhui,CHN,10,7,35,L,Barry Hawkins,ENG,15,13,65,W,Barry Hawkins,ENG,15,13,Ding Junhui,CHN,10,7,6,Barry Hawkins v Ding Junhui
1083,2013,Semi-Finals,SF,4,33,28,Judd Trump,ENG,4,11,39.28571429,L,Ronnie O'Sullivan,ENG,1,17,60.71428571,W,Ronnie O'Sullivan,ENG,1,17,Judd Trump,ENG,4,11,6,Judd Trump v Ronnie O'Sullivan
1083,2013,Semi-Finals,SF,4,33,28,Ronnie O'Sullivan,ENG,1,17,60.71428571,W,Judd Trump,ENG,4,11,39.28571429,L,Ronnie O'Sullivan,ENG,1,17,Judd Trump,ENG,4,11,6,Judd Trump v Ronnie O'Sullivan
1084,2013,Semi-Finals,SF,4,33,31,Barry Hawkins,ENG,15,17,54.83870968,W,Ricky Walden,ENG,14,14,45.16129032,L,Barry Hawkins,ENG,15,17,Ricky Walden,ENG,14,14,3,Barry Hawkins v Ricky Walden
1084,2013,Semi-Finals,SF,4,33,31,Ricky Walden,ENG,14,14,45.16129032,L,Barry Hawkins,ENG,15,17,54.83870968,W,Barry Hawkins,ENG,15,17,Ricky Walden,ENG,14,14,3,Barry Hawkins v Ricky Walden
1085,2013,The Final,FIN,5,35,30,Barry Hawkins,ENG,15,12,40,L,Ronnie O'Sullivan,ENG,1,18,60,W,Ronnie O'Sullivan,ENG,1,18,Barry Hawkins,ENG,15,12,6,Barry Hawkins v Ronnie O'Sullivan
1085,2013,The Final,FIN,5,35,30,Ronnie O'Sullivan,ENG,1,18,60,W,Barry Hawkins,ENG,15,12,40,L,Ronnie O'Sullivan,ENG,1,18,Barry Hawkins,ENG,15,12,6,Barry Hawkins v Ronnie O'Sullivan
1086,2014,First Round,1R,1,19,14,Robin Hull,FIN,u,4,28.57142857,L,Ronnie O'Sullivan,ENG,1,10,71.42857143,W,Ronnie O'Sullivan,ENG,1,10,Robin Hull,FIN,u,4,6,Robin Hull v Ronnie O'Sullivan
1086,2014,First Round,1R,1,19,14,Ronnie O'Sullivan,ENG,1,10,71.42857143,W,Robin Hull,FIN,u,4,28.57142857,L,Ronnie O'Sullivan,ENG,1,10,Robin Hull,FIN,u,4,6,Robin Hull v Ronnie O'Sullivan
1087,2014,First Round,1R,1,19,17,Jamie Burnett,SCO,u,7,41.17647059,L,Joe Perry,ENG,16,10,58.82352941,W,Joe Perry,ENG,16,10,Jamie Burnett,SCO,u,7,3,Jamie Burnett v Joe Perry
1087,2014,First Round,1R,1,19,17,Joe Perry,ENG,16,10,58.82352941,W,Jamie Burnett,SCO,u,7,41.17647059,L,Joe Perry,ENG,16,10,Jamie Burnett,SCO,u,7,3,Jamie Burnett v Joe Perry
1088,2014,First Round,1R,1,19,19,Jamie Cope,ENG,u,9,47.36842105,L,Shaun Murphy,ENG,9,10,52.63157895,W,Shaun Murphy,ENG,9,10,Jamie Cope,ENG,u,9,1,Jamie Cope v Shaun Murphy
1088,2014,First Round,1R,1,19,19,Shaun Murphy,ENG,9,10,52.63157895,W,Jamie Cope,ENG,u,9,47.36842105,L,Shaun Murphy,ENG,9,10,Jamie Cope,ENG,u,9,1,Jamie Cope v Shaun Murphy
1089,2014,First Round,1R,1,19,17,Marco Fu,HKG,8,10,58.82352941,W,Martin Gould,ENG,u,7,41.17647059,L,Marco Fu,HKG,8,10,Martin Gould,ENG,u,7,3,Marco Fu v Martin Gould
1089,2014,First Round,1R,1,19,17,Martin Gould,ENG,u,7,41.17647059,L,Marco Fu,HKG,8,10,58.82352941,W,Marco Fu,HKG,8,10,Martin Gould,ENG,u,7,3,Marco Fu v Martin Gould
1090,2014,First Round,1R,1,19,14,Barry Hawkins,ENG,5,10,71.42857143,W,David Gilbert,ENG,u,4,28.57142857,L,Barry Hawkins,ENG,5,10,David Gilbert,ENG,u,4,6,Barry Hawkins v David Gilbert
1090,2014,First Round,1R,1,19,14,David Gilbert,ENG,u,4,28.57142857,L,Barry Hawkins,ENG,5,10,71.42857143,W,Barry Hawkins,ENG,5,10,David Gilbert,ENG,u,4,6,Barry Hawkins v David Gilbert
1091,2014,First Round,1R,1,19,17,Kyren Wilson,ENG,u,7,41.17647059,L,Ricky Walden,ENG,12,10,58.82352941,W,Ricky Walden,ENG,12,10,Kyren Wilson,ENG,u,7,3,Kyren Wilson v Ricky Walden
1091,2014,First Round,1R,1,19,17,Ricky Walden,ENG,12,10,58.82352941,W,Kyren Wilson,ENG,u,7,41.17647059,L,Ricky Walden,ENG,12,10,Kyren Wilson,ENG,u,7,3,Kyren Wilson v Ricky Walden
1092,2014,First Round,1R,1,19,15,Dominic Dale,WAL,u,10,66.66666667,W,Mark Davis,ENG,13,5,33.33333333,L,Dominic Dale,WAL,u,10,Mark Davis,ENG,13,5,5,Dominic Dale v Mark Davis
1092,2014,First Round,1R,1,19,15,Mark Davis,ENG,13,5,33.33333333,L,Dominic Dale,WAL,u,10,66.66666667,W,Dominic Dale,WAL,u,10,Mark Davis,ENG,13,5,5,Dominic Dale v Mark Davis
1093,2014,First Round,1R,1,19,19,Ding Junhui,CHN,4,9,47.36842105,L,Michael Wasley,ENG,u,10,52.63157895,W,Michael Wasley,ENG,u,10,Ding Junhui,CHN,4,9,1,Ding Junhui v Michael Wasley
1093,2014,First Round,1R,1,19,19,Michael Wasley,ENG,u,10,52.63157895,W,Ding Junhui,CHN,4,9,47.36842105,L,Michael Wasley,ENG,u,10,Ding Junhui,CHN,4,9,1,Ding Junhui v Michael Wasley
1094,2014,First Round,1R,1,19,19,Mark Selby,ENG,3,10,52.63157895,W,Michael White,WAL,u,9,47.36842105,L,Mark Selby,ENG,3,10,Michael White,WAL,u,9,1,Mark Selby v Michael White
1094,2014,First Round,1R,1,19,19,Michael White,WAL,u,9,47.36842105,L,Mark Selby,ENG,3,10,52.63157895,W,Mark Selby,ENG,3,10,Michael White,WAL,u,9,1,Mark Selby v Michael White
1095,2014,First Round,1R,1,19,17,Ali Carter,ENG,14,10,58.82352941,W,Xiao Guodong,CHN,u,7,41.17647059,L,Ali Carter,ENG,14,10,Xiao Guodong,CHN,u,7,3,Ali Carter v Xiao Guodong
1095,2014,First Round,1R,1,19,17,Xiao Guodong,CHN,u,7,41.17647059,L,Ali Carter,ENG,14,10,58.82352941,W,Ali Carter,ENG,14,10,Xiao Guodong,CHN,u,7,3,Ali Carter v Xiao Guodong
1096,2014,First Round,1R,1,19,17,Alan McManus,SCO,u,10,58.82352941,W,John Higgins,SCO,11,7,41.17647059,L,Alan McManus,SCO,u,10,John Higgins,SCO,11,7,3,Alan McManus v John Higgins
1096,2014,First Round,1R,1,19,17,John Higgins,SCO,11,7,41.17647059,L,Alan McManus,SCO,u,10,58.82352941,W,Alan McManus,SCO,u,10,John Higgins,SCO,11,7,3,Alan McManus v John Higgins
